County,City,Model Year,Make,Model,Electric Range,Legislative District,Electric Utility,Electric Vehicle Type_Battery Electric Vehicle (BEV),Electric Vehicle Type_Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle (CAFV) Eligibility_Clean Alternative Fuel Vehicle Eligible,Clean Alternative Fuel Vehicle (CAFV) Eligibility_Eligibility unknown as battery range has not been researched,Clean Alternative Fuel Vehicle (CAFV) Eligibility_Not eligible due to low battery range,Cluster
116,715,0.8928571428571388,7,103,0.0,0.8749999999999999,58,True,False,False,True,False,0
56,445,0.6785714285714306,40,107,0.6379821958456974,0.375,38,True,False,True,False,False,1
46,825,0.7142857142857082,8,25,0.7062314540059348,0.3333333333333333,37,True,False,True,False,False,1
176,380,0.8214285714285694,40,107,0.0,0.5624999999999999,75,True,False,False,True,False,0
229,579,0.9285714285714306,17,97,0.0,0.7083333333333333,74,True,False,False,True,False,0
108,419,0.8928571428571388,7,103,0.0,0.1874999999999999,74,True,False,False,True,False,0
116,696,0.7142857142857082,40,107,0.6528189910979229,0.9166666666666666,75,True,False,True,False,False,1
116,715,0.7857142857142918,40,107,0.0,0.8749999999999999,58,True,False,False,True,False,0
21,388,0.8214285714285694,20,60,0.0,0.1458333333333333,34,True,False,False,True,False,0
229,579,0.8928571428571388,19,77,0.0741839762611276,0.4375,74,False,True,False,False,True,0
116,715,0.8571428571428612,17,95,0.0,0.8749999999999999,58,True,False,False,True,False,0
229,579,0.5714285714285694,32,102,0.2492581602373887,0.4375,74,True,False,True,False,False,0
116,389,0.7857142857142918,2,48,0.0,0.6666666666666666,75,True,False,False,True,False,0
249,525,0.8928571428571388,8,57,0.0,0.2916666666666667,66,True,False,False,True,False,0
116,715,0.8928571428571388,17,97,0.0,0.8749999999999999,58,True,False,False,True,False,0
176,747,0.8928571428571388,15,84,0.0,0.5833333333333333,19,True,False,False,True,False,0
118,632,0.8214285714285694,8,24,0.0,0.5208333333333333,74,True,False,False,True,False,0
116,715,0.8571428571428612,40,110,0.0,0.7291666666666666,58,True,False,False,True,False,0
211,458,0.9285714285714306,5,180,0.1186943620178041,0.6458333333333333,74,False,True,True,False,False,0
116,494,0.8214285714285694,8,24,0.0,0.8333333333333333,75,True,False,False,True,False,0
116,715,0.8928571428571388,13,66,0.0,0.7499999999999999,58,True,False,False,True,False,0
229,788,0.75,8,25,0.7685459940652819,0.3958333333333333,74,True,False,True,False,False,1
116,882,0.9642857142857082,40,110,0.0,0.9166666666666666,75,True,False,False,True,False,0
209,17,0.9642857142857082,40,109,0.0,0.8124999999999999,74,True,False,False,True,False,0
176,779,0.8928571428571388,13,66,0.0,0.5416666666666666,19,True,False,False,True,False,0
116,715,0.8214285714285694,19,77,0.0741839762611276,0.6874999999999999,58,False,True,False,False,True,0
116,555,0.8571428571428612,40,110,0.0,0.0833333333333333,75,True,False,False,True,False,0
176,817,0.8928571428571388,8,22,0.0,0.5624999999999999,19,True,False,False,True,False,0
211,224,0.8928571428571388,8,22,0.0,0.4166666666666667,74,True,False,False,True,False,0
116,374,0.8571428571428612,20,60,0.0,0.0833333333333333,75,True,False,False,True,False,0
176,412,0.8571428571428612,5,180,0.0890207715133531,0.6249999999999999,75,False,True,True,False,False,0
246,58,0.9285714285714306,28,74,0.1602373887240356,0.8124999999999999,76,False,True,True,False,False,0
116,715,0.8571428571428612,13,66,0.0,0.7499999999999999,58,True,False,False,True,False,0
116,715,0.8214285714285694,20,60,0.0,0.7499999999999999,58,True,False,False,True,False,0
138,53,0.8571428571428612,40,107,0.0,0.7083333333333333,22,True,False,False,True,False,0
229,579,0.8928571428571388,7,103,0.0,0.4375,74,True,False,False,True,False,0
211,29,0.9642857142857082,5,4,0.0979228486646884,0.7916666666666666,31,False,True,True,False,False,0
116,57,0.9642857142857082,40,110,0.0,0.9791666666666666,75,True,False,False,True,False,0
46,825,0.8571428571428612,40,110,0.0,0.3333333333333333,37,True,False,False,True,False,0
46,825,0.4642857142857082,32,102,0.2166172106824926,0.3333333333333333,37,True,False,True,False,False,0
116,57,0.8571428571428612,40,107,0.0,0.9791666666666666,75,True,False,False,True,False,0
246,72,0.6071428571428612,40,109,0.5934718100890208,0.8541666666666666,54,True,False,True,False,False,1
116,696,0.8571428571428612,40,107,0.0,0.9166666666666666,75,True,False,False,True,False,0
116,715,0.5714285714285694,32,102,0.2492581602373887,0.7499999999999999,75,True,False,True,False,False,0
126,126,0.5714285714285694,32,102,0.2492581602373887,0.3958333333333333,6,True,False,True,False,False,0
246,457,0.9285714285714306,8,57,0.0,0.8541666666666666,76,True,False,False,True,False,0
116,696,0.6785714285714306,40,108,0.7388724035608308,0.8333333333333333,75,True,False,True,False,False,1
116,57,0.8214285714285694,17,101,0.0,0.8333333333333333,75,True,False,False,True,False,0
46,825,0.5357142857142918,5,87,0.2136498516320474,0.3541666666666667,37,False,True,True,False,False,0
229,579,0.6428571428571388,40,108,0.6231454005934718,0.0208333333333333,74,True,False,True,False,False,1
211,737,0.8571428571428612,13,111,0.0,0.7916666666666666,74,True,False,False,True,False,0
116,77,0.6071428571428612,32,102,0.2492581602373887,0.0,75,True,False,True,False,False,0
214,750,0.8928571428571388,40,110,0.0,0.1041666666666666,2,True,False,False,True,False,0
116,374,0.8928571428571388,2,133,0.0,0.0833333333333333,75,True,False,False,True,False,0
46,825,0.9285714285714306,19,178,0.0623145400593471,0.3333333333333333,37,False,True,False,False,True,0
116,715,0.6785714285714306,40,107,0.6379821958456974,0.7499999999999999,58,True,False,True,False,False,1
116,715,0.6785714285714306,8,175,0.1572700296735905,0.6874999999999999,58,False,True,True,False,False,0
116,395,0.7142857142857082,40,109,0.8575667655786351,0.9166666666666666,75,True,False,True,False,False,1
116,395,0.8571428571428612,28,52,0.0,0.9166666666666666,75,True,False,False,True,False,0
118,632,0.8928571428571388,13,58,0.1097922848664688,0.5208333333333333,74,False,True,True,False,False,0
135,778,0.8928571428571388,40,107,0.0,0.6458333333333333,64,True,False,False,True,False,0
116,374,0.7857142857142918,34,165,0.6023738872403561,0.0833333333333333,75,True,False,True,False,False,1
176,76,0.9285714285714306,5,180,0.1186943620178041,0.6249999999999999,75,False,True,True,False,False,0
116,715,0.8928571428571388,40,107,0.0,0.7499999999999999,75,True,False,False,True,False,0
116,244,0.9285714285714306,40,107,0.0,0.6249999999999999,75,True,False,False,True,False,0
116,738,0.6428571428571388,8,175,0.1572700296735905,0.0833333333333333,75,False,True,True,False,False,0
116,57,0.9642857142857082,40,110,0.0,0.8333333333333333,75,True,False,False,True,False,0
214,750,0.7857142857142918,40,110,0.0,0.1041666666666666,2,True,False,False,True,False,0
116,715,0.8571428571428612,13,111,0.0,0.9375,58,True,False,False,True,False,0
116,882,0.6428571428571388,40,109,0.5934718100890208,0.9166666666666666,75,True,False,True,False,False,1
116,662,0.8571428571428612,40,107,0.0,0.2083333333333333,75,True,False,False,True,False,0
21,666,0.7142857142857082,16,35,0.1394658753709199,0.1458333333333333,12,False,True,True,False,False,0
229,402,0.8571428571428612,40,107,0.0,0.4375,74,True,False,False,True,False,0
211,737,0.8928571428571388,5,99,0.0,0.0,74,True,False,False,True,False,0
116,715,0.8214285714285694,40,107,0.0,0.9375,58,True,False,False,True,False,0
116,715,0.7857142857142918,42,140,0.1246290801186943,0.8749999999999999,58,False,True,True,False,False,0
116,715,0.7142857142857082,40,107,0.6528189910979229,0.9375,58,True,False,True,False,False,1
229,579,0.8928571428571388,17,169,0.0979228486646884,0.4375,74,False,True,True,False,False,0
116,715,0.7142857142857082,44,45,0.370919881305638,0.9375,58,True,False,True,False,False,1
46,825,0.8571428571428612,13,111,0.0,1.0,37,True,False,False,True,False,0
116,57,0.8928571428571388,40,110,0.0,0.9791666666666666,75,True,False,False,True,False,0
116,715,0.8571428571428612,40,107,0.0,0.7291666666666666,58,True,False,False,True,False,0
116,659,0.5714285714285694,32,102,0.2492581602373887,0.9166666666666666,75,True,False,True,False,False,0
211,478,0.8571428571428612,40,110,0.0,0.7708333333333333,74,True,False,False,True,False,0
229,579,0.8571428571428612,44,93,0.0,0.4375,74,True,False,False,True,False,0
138,53,0.8928571428571388,32,102,0.0,0.7083333333333333,22,True,False,False,True,False,0
211,250,0.6785714285714306,32,102,0.4480712166172107,0.4166666666666667,74,True,False,True,False,False,1
176,305,0.9285714285714306,23,170,0.0979228486646884,0.5208333333333333,19,False,True,True,False,False,0
46,825,0.8214285714285694,36,135,0.0,0.3333333333333333,37,True,False,False,True,False,0
116,715,0.75,8,25,0.7685459940652819,0.6874999999999999,58,True,False,True,False,False,1
209,17,0.7142857142857082,5,87,0.3738872403560831,0.8124999999999999,74,False,True,True,False,False,1
116,57,0.8928571428571388,36,134,0.0,0.8333333333333333,75,True,False,False,True,False,0
211,77,0.8571428571428612,40,110,0.0,0.0,74,True,False,False,True,False,0
116,714,0.8928571428571388,40,110,0.0,0.6666666666666666,75,True,False,False,True,False,0
116,715,0.9285714285714306,44,92,0.0,0.7499999999999999,58,True,False,False,True,False,0
211,29,0.7857142857142918,40,110,0.0,0.7916666666666666,31,True,False,False,True,False,0
214,750,0.9285714285714306,32,102,0.0,0.0416666666666666,62,True,False,False,True,False,0
211,77,0.8571428571428612,40,110,0.0,0.0,74,True,False,False,True,False,0
116,715,0.8571428571428612,44,93,0.0,0.8749999999999999,58,True,False,False,True,False,0
116,659,0.7857142857142918,40,110,0.0,0.9791666666666666,75,True,False,False,True,False,0
116,36,0.8214285714285694,40,107,0.0,0.9583333333333331,75,True,False,False,True,False,0
116,662,0.8928571428571388,19,178,0.0623145400593471,0.2083333333333333,75,False,True,False,False,True,0
116,715,0.9285714285714306,20,158,0.0890207715133531,0.7499999999999999,75,False,True,True,False,False,0
211,478,0.8214285714285694,40,107,0.0,0.7708333333333333,74,True,False,False,True,False,0
176,608,0.8214285714285694,40,110,0.0,0.4999999999999999,19,True,False,False,True,False,0
116,471,0.8571428571428612,40,110,0.0,0.0833333333333333,75,True,False,False,True,False,0
246,58,0.6785714285714306,40,107,0.6379821958456974,0.8124999999999999,76,True,False,True,False,False,1
211,882,0.8928571428571388,23,145,0.1097922848664688,0.0,74,False,True,True,False,False,0
118,82,0.9285714285714306,32,102,0.0,0.7083333333333333,74,True,False,False,True,False,0
116,662,0.8571428571428612,17,95,0.0,0.8333333333333333,75,True,False,False,True,False,0
211,411,0.8571428571428612,40,110,0.0,0.8958333333333333,74,True,False,False,True,False,0
116,696,0.6785714285714306,42,125,0.0741839762611276,0.8333333333333333,75,False,True,False,False,True,0
110,633,0.6428571428571388,5,87,0.2403560830860534,0.4791666666666667,49,True,False,True,False,False,0
116,659,0.8214285714285694,20,113,0.0,0.9791666666666666,75,True,False,False,True,False,0
176,305,0.9642857142857082,7,174,0.0,0.5208333333333333,19,True,False,False,True,False,0
116,389,0.8928571428571388,40,107,0.0,0.9583333333333331,75,True,False,False,True,False,0
209,522,0.6428571428571388,40,108,0.6231454005934718,0.1874999999999999,74,True,False,True,False,False,1
214,750,0.6785714285714306,30,119,0.0652818991097922,0.0416666666666666,62,False,True,False,False,True,0
214,751,0.8571428571428612,39,156,0.0,0.0625,2,True,False,False,True,False,0
46,111,0.8214285714285694,17,95,0.0,0.3541666666666667,37,True,False,False,True,False,0
116,715,0.8214285714285694,40,110,0.0,0.8749999999999999,58,True,False,False,True,False,0
126,581,0.8928571428571388,27,42,0.0771513353115727,0.3958333333333333,20,False,True,False,False,True,0
116,715,0.7142857142857082,40,107,0.6528189910979229,0.9375,58,True,False,True,False,False,1
176,76,0.8928571428571388,16,126,0.0,0.6249999999999999,75,True,False,False,True,False,0
116,715,0.8928571428571388,42,28,0.0,0.7499999999999999,58,True,False,False,True,False,0
46,883,0.9642857142857082,40,110,0.0,0.3958333333333333,37,True,False,False,True,False,0
116,715,0.8571428571428612,8,24,0.0,0.8749999999999999,58,True,False,False,True,False,0
116,662,0.8571428571428612,44,93,0.0,0.0833333333333333,75,True,False,False,True,False,0
176,744,0.8928571428571388,13,66,0.0,0.4999999999999999,75,True,False,False,True,False,0
116,57,0.8928571428571388,2,129,0.0,0.8333333333333333,75,True,False,False,True,False,0
116,715,0.8928571428571388,29,81,0.0,0.7291666666666666,58,True,False,False,True,False,0
211,512,0.75,40,107,0.913946587537092,0.7916666666666666,74,True,False,True,False,False,1
116,57,0.8571428571428612,40,110,0.0,0.8333333333333333,75,True,False,False,True,False,0
116,387,0.6785714285714306,40,107,0.6379821958456974,0.9375,75,True,False,True,False,False,1
116,715,0.8928571428571388,40,107,0.0,0.6874999999999999,58,True,False,False,True,False,0
110,649,0.9285714285714306,20,158,0.0890207715133531,0.4791666666666667,49,False,True,True,False,False,0
116,57,0.9642857142857082,40,110,0.0,0.8333333333333333,75,True,False,False,True,False,0
116,696,0.9285714285714306,40,107,0.0,0.9166666666666666,75,True,False,False,True,False,0
116,806,0.8571428571428612,19,178,0.0623145400593471,0.2083333333333333,75,False,True,False,False,True,0
246,58,0.8571428571428612,19,178,0.0623145400593471,0.8541666666666666,76,False,True,False,False,True,0
116,715,0.5714285714285694,44,45,0.2462908011869436,0.7499999999999999,58,True,False,True,False,False,0
116,662,0.8928571428571388,19,77,0.0741839762611276,0.2083333333333333,75,False,True,False,False,True,0
199,292,0.8928571428571388,39,156,0.0,0.8124999999999999,26,True,False,False,True,False,0
246,264,0.8214285714285694,40,107,0.0,0.8541666666666666,76,True,False,False,True,False,0
116,715,0.6071428571428612,32,102,0.2492581602373887,0.8749999999999999,58,True,False,True,False,False,0
211,458,0.9642857142857082,5,99,0.0,0.6458333333333333,74,True,False,False,True,False,0
211,737,0.8571428571428612,40,110,0.0,0.8958333333333333,74,True,False,False,True,False,0
116,36,0.6785714285714306,40,107,0.6379821958456974,0.9583333333333331,75,True,False,True,False,False,1
211,250,0.6428571428571388,8,25,0.7062314540059348,0.8958333333333333,74,True,False,True,False,False,1
116,696,0.75,40,107,0.913946587537092,0.8333333333333333,75,True,False,True,False,False,1
116,389,0.7857142857142918,40,110,0.0,0.9583333333333331,75,True,False,False,True,False,0
214,750,0.9642857142857082,40,110,0.0,0.1041666666666666,2,True,False,False,True,False,0
116,696,0.8571428571428612,36,134,0.0,0.9166666666666666,75,True,False,False,True,False,0
176,305,0.6071428571428612,40,108,0.6231454005934718,0.5208333333333333,19,True,False,True,False,False,1
249,532,0.8214285714285694,40,108,0.0,0.2708333333333333,66,True,False,False,True,False,0
211,77,0.7857142857142918,40,107,0.0,0.0,74,True,False,False,True,False,0
116,715,0.7857142857142918,45,150,0.0652818991097922,0.6874999999999999,58,False,True,False,False,True,0
211,250,0.8214285714285694,40,110,0.0,0.8958333333333333,74,True,False,False,True,False,0
116,715,0.9642857142857082,40,110,0.0,0.9375,58,True,False,False,True,False,0
116,714,0.8928571428571388,40,110,0.0,0.6666666666666666,75,True,False,False,True,False,0
87,651,0.8214285714285694,40,110,0.0,0.2499999999999999,73,True,False,False,True,False,0
116,715,0.9285714285714306,23,145,0.1097922848664688,0.7291666666666666,58,False,True,True,False,False,0
116,715,0.8928571428571388,8,22,0.0,0.6874999999999999,58,True,False,False,True,False,0
116,715,0.0357142857142918,13,138,0.172106824925816,0.6874999999999999,58,True,False,True,False,False,0
116,262,0.8928571428571388,40,107,0.0,0.6041666666666666,75,True,False,False,True,False,0
176,747,0.7857142857142918,19,178,0.0741839762611276,0.0208333333333333,19,False,True,False,False,True,0
116,715,0.6785714285714306,8,25,0.7062314540059348,0.7499999999999999,58,True,False,True,False,False,1
176,305,0.8571428571428612,13,111,0.0,0.5208333333333333,19,True,False,False,True,False,0
116,471,0.8214285714285694,20,60,0.0,0.0833333333333333,75,True,False,False,True,False,0
176,76,0.8214285714285694,2,46,0.0,0.6249999999999999,75,True,False,False,True,False,0
229,579,0.5714285714285694,11,1,0.258160237388724,0.7083333333333333,74,True,False,True,False,False,0
176,779,0.6785714285714306,40,107,0.6379821958456974,0.4999999999999999,18,True,False,True,False,False,1
116,715,0.8214285714285694,40,110,0.0,0.8749999999999999,58,True,False,False,True,False,0
116,77,0.8928571428571388,13,111,0.0,0.0,75,True,False,False,True,False,0
116,659,0.9285714285714306,45,182,0.1038575667655786,0.9166666666666666,75,False,True,True,False,False,0
116,662,0.8214285714285694,44,93,0.0,0.8333333333333333,75,True,False,False,True,False,0
116,715,0.9285714285714306,45,183,0.0949554896142433,0.6874999999999999,58,False,True,True,False,False,0
21,666,0.9285714285714306,20,60,0.0,0.1458333333333333,12,True,False,False,True,False,0
116,696,0.8928571428571388,40,107,0.0,0.9166666666666666,75,True,False,False,True,False,0
116,659,0.8571428571428612,40,110,0.0,0.9166666666666666,75,True,False,False,True,False,0
116,395,0.8928571428571388,45,183,0.0949554896142433,0.9166666666666666,75,False,True,True,False,False,0
46,825,0.7857142857142918,8,25,0.0,0.3333333333333333,37,True,False,False,True,False,0
116,57,0.7857142857142918,32,102,0.0,0.9791666666666666,75,True,False,False,True,False,0
116,57,0.9642857142857082,7,174,0.0,0.9791666666666666,75,True,False,False,True,False,0
211,250,0.4285714285714306,32,102,0.2166172106824926,0.7708333333333333,74,True,False,True,False,False,0
46,45,0.9642857142857082,40,110,0.0,0.3333333333333333,37,True,False,False,True,False,0
110,631,0.6785714285714306,42,125,0.0741839762611276,0.4791666666666667,49,False,True,False,False,True,0
116,389,0.5357142857142918,32,102,0.2492581602373887,0.9583333333333331,75,True,False,True,False,False,0
211,458,0.9642857142857082,40,110,0.0,0.0,74,True,False,False,True,False,0
211,882,0.9285714285714306,9,120,0.0949554896142433,0.0,74,False,True,True,False,False,0
116,662,0.8571428571428612,40,109,0.0,0.6666666666666666,75,True,False,False,True,False,0
116,696,0.8214285714285694,40,108,0.0,0.8333333333333333,75,True,False,False,True,False,0
116,715,0.7142857142857082,44,45,0.370919881305638,0.6874999999999999,58,True,False,True,False,False,1
116,387,0.9285714285714306,17,101,0.0,0.9375,75,True,False,False,True,False,0
211,77,0.7857142857142918,40,110,0.0,0.0,74,True,False,False,True,False,0
116,715,0.8571428571428612,20,60,0.0,0.6874999999999999,58,True,False,False,True,False,0
46,851,0.8214285714285694,19,77,0.0741839762611276,0.3541666666666667,29,False,True,False,False,True,0
211,250,0.7857142857142918,40,110,0.0,0.8958333333333333,74,True,False,False,True,False,0
21,666,0.75,40,107,0.7893175074183977,0.1458333333333333,12,True,False,True,False,False,1
229,579,0.7142857142857082,20,113,0.7091988130563799,0.7083333333333333,74,True,False,True,False,False,1
116,389,0.8928571428571388,42,140,0.1246290801186943,0.2083333333333333,75,False,True,True,False,False,0
118,39,0.7142857142857082,8,25,0.7062314540059348,0.4583333333333333,74,True,False,True,False,False,1
40,429,0.8928571428571388,2,131,0.0682492581602373,0.2291666666666666,68,False,True,False,False,True,0
116,116,0.7857142857142918,40,110,0.0,0.0833333333333333,75,True,False,False,True,False,0
116,715,0.8928571428571388,27,42,0.0771513353115727,0.7499999999999999,58,False,True,False,False,True,0
116,408,0.8571428571428612,42,140,0.1246290801186943,0.9375,75,False,True,True,False,False,0
116,659,0.7142857142857082,40,107,0.6528189910979229,0.9166666666666666,75,True,False,True,False,False,1
116,659,0.8571428571428612,40,110,0.0,0.9166666666666666,75,True,False,False,True,False,0
116,57,0.8214285714285694,40,107,0.0,0.8333333333333333,75,True,False,False,True,False,0
116,659,0.8571428571428612,40,110,0.0,0.9166666666666666,75,True,False,False,True,False,0
214,750,0.8214285714285694,19,77,0.0741839762611276,0.0416666666666666,62,False,True,False,False,True,0
116,696,0.8928571428571388,40,107,0.0,0.9166666666666666,75,True,False,False,True,False,0
45,627,0.75,8,25,0.7685459940652819,0.4791666666666667,11,True,False,True,False,False,1
116,806,0.8571428571428612,19,178,0.0623145400593471,0.2083333333333333,75,False,True,False,False,True,0
246,264,0.8214285714285694,40,107,0.0,0.8541666666666666,76,True,False,False,True,False,0
116,662,0.8571428571428612,20,113,0.0979228486646884,0.0833333333333333,75,False,True,True,False,False,0
116,715,0.8928571428571388,40,107,0.0,0.7499999999999999,75,True,False,False,True,False,0
211,501,0.8928571428571388,36,134,0.0,0.8958333333333333,74,True,False,False,True,False,0
118,82,0.8214285714285694,13,58,0.1127596439169139,0.4583333333333333,74,False,True,True,False,False,0
116,715,0.8571428571428612,40,107,0.0,0.6874999999999999,58,True,False,False,True,False,0
116,715,0.8214285714285694,25,15,0.0,0.7291666666666666,58,True,False,False,True,False,0
116,659,0.9642857142857082,40,110,0.0,0.9166666666666666,75,True,False,False,True,False,0
229,579,0.8571428571428612,13,66,0.0,0.4375,74,True,False,False,True,False,0
116,715,0.8214285714285694,40,110,0.0,0.6458333333333333,58,True,False,False,True,False,0
246,457,0.8571428571428612,40,110,0.0,0.8541666666666666,76,True,False,False,True,False,0
211,501,0.9642857142857082,17,95,0.0,0.8958333333333333,74,True,False,False,True,False,0
116,179,0.8928571428571388,40,107,0.0,0.9583333333333331,75,True,False,False,True,False,0
116,715,0.6071428571428612,5,87,0.2136498516320474,0.9375,58,False,True,True,False,False,0
116,738,0.8571428571428612,42,140,0.1246290801186943,0.0833333333333333,61,False,True,True,False,False,0
176,20,0.9285714285714306,28,75,0.14540059347181,0.5624999999999999,19,False,True,True,False,False,0
176,779,0.6785714285714306,9,120,0.0979228486646884,0.5416666666666666,19,False,True,True,False,False,0
46,825,0.9285714285714306,13,66,0.0,0.3333333333333333,37,True,False,False,True,False,0
116,662,0.8214285714285694,40,107,0.0,0.0833333333333333,75,True,False,False,True,False,0
211,737,0.8571428571428612,36,135,0.0,0.7916666666666666,74,True,False,False,True,False,0
116,659,0.8928571428571388,40,110,0.0,0.9791666666666666,75,True,False,False,True,False,0
116,726,0.8571428571428612,40,107,0.0,0.6458333333333333,58,True,False,False,True,False,0
116,806,0.8928571428571388,10,82,0.0949554896142433,0.2083333333333333,75,False,True,True,False,False,0
116,555,0.9642857142857082,40,110,0.0,0.0833333333333333,75,True,False,False,True,False,0
46,825,0.8928571428571388,19,178,0.0623145400593471,0.3333333333333333,37,False,True,False,False,True,0
46,825,0.8571428571428612,23,114,0.1097922848664688,0.3541666666666667,37,False,True,True,False,False,0
118,82,0.8571428571428612,44,93,0.0,0.7083333333333333,74,True,False,False,True,False,0
116,57,0.5357142857142918,40,108,0.6172106824925816,0.9791666666666666,75,True,False,True,False,False,1
116,395,0.9285714285714306,2,132,0.0,0.9791666666666666,75,True,False,False,True,False,0
176,779,0.6785714285714306,40,107,0.6379821958456974,0.5416666666666666,19,True,False,True,False,False,1
211,77,0.8214285714285694,40,110,0.0,0.0,74,True,False,False,True,False,0
116,659,0.8571428571428612,40,107,0.0,0.9791666666666666,75,True,False,False,True,False,0
116,36,0.8928571428571388,40,107,0.0,0.6041666666666666,75,True,False,False,True,False,0
176,779,0.8571428571428612,44,93,0.0,0.5833333333333333,19,True,False,False,True,False,0
21,645,0.5357142857142918,7,50,0.1097922848664688,0.3125,34,False,True,True,False,False,0
46,45,0.8571428571428612,36,134,0.0,0.3333333333333333,37,True,False,False,True,False,0
116,696,0.6785714285714306,32,102,0.4480712166172107,0.9166666666666666,75,True,False,True,False,False,1
214,751,0.8571428571428612,9,120,0.0949554896142433,0.0625,53,False,True,True,False,False,0
116,715,0.8928571428571388,11,2,0.0,0.8749999999999999,58,True,False,False,True,False,0
211,458,0.75,40,107,0.9554896142433236,0.4166666666666667,74,True,False,True,False,False,1
46,825,0.9285714285714306,40,110,0.0,0.3333333333333333,37,True,False,False,True,False,0
229,402,0.75,40,107,0.913946587537092,0.4375,74,True,False,True,False,False,1
116,57,0.9285714285714306,40,107,0.0,0.9791666666666666,75,True,False,False,True,False,0
116,262,0.8214285714285694,20,113,0.0,0.6041666666666666,75,True,False,False,True,False,0
116,662,0.8571428571428612,40,110,0.0,0.2083333333333333,75,True,False,False,True,False,0
211,501,0.8571428571428612,19,178,0.0623145400593471,0.8958333333333333,74,False,True,False,False,True,0
229,579,0.4285714285714306,32,102,0.2166172106824926,0.4375,74,True,False,True,False,False,0
211,478,0.7142857142857082,40,107,0.6528189910979229,0.8958333333333333,74,True,False,True,False,False,1
116,715,0.9285714285714306,13,111,0.0,0.8749999999999999,58,True,False,False,True,False,0
116,374,0.6785714285714306,40,108,0.7388724035608308,0.0833333333333333,75,True,False,True,False,False,1
46,851,0.8571428571428612,9,120,0.0949554896142433,0.3541666666666667,37,False,True,True,False,False,0
176,36,0.9285714285714306,40,107,0.0,0.6249999999999999,75,True,False,False,True,False,0
176,779,0.8928571428571388,16,126,0.0,0.5833333333333333,19,True,False,False,True,False,0
118,637,0.9642857142857082,40,110,0.0,0.4583333333333333,74,True,False,False,True,False,0
116,659,0.7857142857142918,44,93,0.0,0.9791666666666666,75,True,False,False,True,False,0
116,374,0.6785714285714306,40,107,0.6379821958456974,0.8333333333333333,75,True,False,True,False,False,1
116,659,0.8571428571428612,40,110,0.0,0.9791666666666666,75,True,False,False,True,False,0
116,715,0.8214285714285694,40,110,0.0,0.6874999999999999,58,True,False,False,True,False,0
116,715,0.9285714285714306,2,132,0.0,0.7291666666666666,58,True,False,False,True,False,0
119,150,0.9285714285714306,40,110,0.0,0.2499999999999999,74,True,False,False,True,False,0
176,412,0.7857142857142918,8,25,0.0,0.6249999999999999,75,True,False,False,True,False,0
246,72,0.7142857142857082,40,107,0.6528189910979229,0.8541666666666666,76,True,False,True,False,False,1
40,858,0.75,40,107,0.9554896142433236,0.2291666666666666,68,True,False,True,False,False,1
211,478,0.8571428571428612,40,110,0.0,0.8958333333333333,74,True,False,False,True,False,0
46,825,0.8571428571428612,20,162,0.1008902077151335,1.0,37,False,True,True,False,False,0
116,101,0.8571428571428612,8,24,0.0,0.6874999999999999,75,True,False,False,True,False,0
176,36,0.8214285714285694,40,108,0.0,0.6249999999999999,75,True,False,False,True,False,0
116,696,0.75,40,110,0.8635014836795253,0.8333333333333333,75,True,False,True,False,False,1
116,262,0.8214285714285694,13,66,0.0,0.6041666666666666,75,True,False,False,True,False,0
116,662,0.6428571428571388,11,1,0.2492581602373887,0.7499999999999999,75,True,False,True,False,False,0
211,77,0.8571428571428612,40,107,0.0,0.0,74,True,False,False,True,False,0
118,730,0.8571428571428612,13,66,0.0,0.4583333333333333,74,True,False,False,True,False,0
116,715,0.5714285714285694,40,108,0.6172106824925816,0.6874999999999999,58,True,False,True,False,False,1
116,882,0.5,32,102,0.2225519287833827,0.9166666666666666,75,True,False,True,False,False,0
116,555,0.7857142857142918,8,25,0.0,0.0833333333333333,75,True,False,False,True,False,0
211,224,0.7857142857142918,40,107,0.0,0.6458333333333333,74,True,False,False,True,False,0
46,825,0.8928571428571388,42,140,0.1246290801186943,0.3541666666666667,37,False,True,True,False,False,0
238,840,0.5714285714285694,13,30,0.0563798219584569,0.3125,66,False,True,False,False,True,0
211,250,0.8928571428571388,40,110,0.0,0.8958333333333333,74,True,False,False,True,False,0
116,726,0.9642857142857082,40,110,0.0,0.6458333333333333,58,True,False,False,True,False,0
116,882,0.9642857142857082,23,146,0.0,0.9166666666666666,75,True,False,False,True,False,0
21,666,0.8571428571428612,39,156,0.0,0.1458333333333333,12,True,False,False,True,False,0
211,224,0.6785714285714306,40,107,0.6379821958456974,0.4166666666666667,74,True,False,True,False,False,1
116,827,0.9285714285714306,40,110,0.0,0.6874999999999999,75,True,False,False,True,False,0
176,817,0.8928571428571388,39,156,0.0,0.5624999999999999,19,True,False,False,True,False,0
116,738,0.5714285714285694,40,108,0.6172106824925816,0.0833333333333333,75,True,False,True,False,False,1
211,77,0.9642857142857082,7,103,0.0,0.0,74,True,False,False,True,False,0
116,726,0.5,40,108,0.6172106824925816,0.6458333333333333,58,True,False,True,False,False,1
116,715,0.8928571428571388,40,110,0.0,0.7499999999999999,58,True,False,False,True,False,0
46,825,0.75,32,102,0.0,0.3541666666666667,37,True,False,False,True,False,0
